PQID,CMT,UNM,CAT,Year,Month,Day
63838,3,Charlie Sharpsteen,O,2012,5,29
110673,23,Jack Nagel,M,2012,5,29
63872,6,Jack Nagel,O,2012,5,30
63784,1,Samuel John,O,2012,5,31
79167,1,Samuel John,O,2012,5,31
110705,9,Charlie Sharpsteen,M,2012,5,31
63806,1,nibbles 2bits,O,2012,6,1
63790,1,Mx A. Matienzo,O,2012,6,3
63774,1,nibbles 2bits,O,2012,6,4
63780,1,nibbles 2bits,O,2012,6,4
63781,1,Camillo Lugaresi,O,2012,6,4
63921,1,Samuel John,O,2012,6,4
63753,1,Alexis Hildebrandt,O,2012,6,5
63757,1,Alexis Hildebrandt,O,2012,6,5
79172,1,YoungTaek Oh,O,2012,6,5
63743,1,nibbles 2bits,O,2012,6,6
63744,1,nibbles 2bits,O,2012,6,6
112119,91,nibbles 2bits,M,2012,6,6
111892,10,Camillo Lugaresi,M,2012,6,7
63723,1,nibbles 2bits,O,2012,6,7
63725,1,Mx A. Matienzo,O,2012,6,7
63739,1,Camillo Lugaresi,O,2012,6,7
63742,1,nibbles 2bits,O,2012,6,7
63706,1,nibbles 2bits,O,2012,6,8
63707,1,Camillo Lugaresi,O,2012,6,8
63710,1,nibbles 2bits,O,2012,6,8
63711,1,nibbles 2bits,O,2012,6,8
63715,1,Mike McQuaid,O,2012,6,8
110332,111,Adam Vandenberg,M,2012,6,8
61732,1,Birger J. Nordølum,O,2012,6,9
63681,1,nibbles 2bits,O,2012,6,9
63682,1,nibbles 2bits,O,2012,6,9
63694,1,nibbles 2bits,O,2012,6,9
63695,1,nibbles 2bits,O,2012,6,9
63696,1,nibbles 2bits,O,2012,6,9
63697,1,nibbles 2bits,O,2012,6,9
63698,1,nibbles 2bits,O,2012,6,9
63699,1,nibbles 2bits,O,2012,6,9
63700,1,nibbles 2bits,O,2012,6,9
63701,1,nibbles 2bits,O,2012,6,9
63702,1,nibbles 2bits,O,2012,6,9
63703,1,nibbles 2bits,O,2012,6,9
110463,5,Birger J. Nordølum,M,2012,6,9
63658,1,nibbles 2bits,O,2012,6,10
63659,1,nibbles 2bits,O,2012,6,10
63662,1,nibbles 2bits,O,2012,6,10
63663,1,nibbles 2bits,O,2012,6,10
63664,1,nibbles 2bits,O,2012,6,10
63665,1,nibbles 2bits,O,2012,6,10
63666,1,nibbles 2bits,O,2012,6,10
63667,1,nibbles 2bits,O,2012,6,10
63672,1,Birger J. Nordølum,O,2012,6,10
63673,1,Birger J. Nordølum,O,2012,6,10
63674,1,Birger J. Nordølum,O,2012,6,10
63675,1,Birger J. Nordølum,O,2012,6,10
63680,1,Peter Aronoff,O,2012,6,10
110742,2,Peter Aronoff,M,2012,6,10
63634,1,nibbles 2bits,O,2012,6,11
63635,1,nibbles 2bits,O,2012,6,11
63636,1,nibbles 2bits,O,2012,6,11
63637,1,nibbles 2bits,O,2012,6,11
63638,1,nibbles 2bits,O,2012,6,11
63639,1,nibbles 2bits,O,2012,6,11
63640,1,nibbles 2bits,O,2012,6,11
63643,1,Samuel John,O,2012,6,11
63651,1,nibbles 2bits,O,2012,6,11
63653,1,nibbles 2bits,O,2012,6,11
63654,1,nibbles 2bits,O,2012,6,11
63655,1,nibbles 2bits,O,2012,6,11
79173,16,Jack Nagel,O,2012,6,11
62139,1,Samuel John,O,2012,6,12
63622,1,Camillo Lugaresi,O,2012,6,12
63626,1,nibbles 2bits,O,2012,6,12
63595,1,nibbles 2bits,O,2012,6,13
63596,1,nibbles 2bits,O,2012,6,13
63597,1,nibbles 2bits,O,2012,6,13
63598,1,nibbles 2bits,O,2012,6,13
63600,1,nibbles 2bits,O,2012,6,13
63602,1,nibbles 2bits,O,2012,6,13
79139,1,nibbles 2bits,O,2012,6,13
63579,1,nibbles 2bits,O,2012,6,14
63580,1,nibbles 2bits,O,2012,6,14
63581,1,nibbles 2bits,O,2012,6,14
63582,1,nibbles 2bits,O,2012,6,14
63583,1,nibbles 2bits,O,2012,6,14
63584,1,nibbles 2bits,O,2012,6,14
63590,1,nibbles 2bits,O,2012,6,14
63591,1,nibbles 2bits,O,2012,6,14
63592,1,nibbles 2bits,O,2012,6,14
63593,1,nibbles 2bits,O,2012,6,14
63594,1,nibbles 2bits,O,2012,6,14
63554,1,Samuel John,O,2012,6,15
63555,1,Samuel John,O,2012,6,15
63575,1,Samuel John,O,2012,6,15
63576,1,Samuel John,O,2012,6,15
63577,1,Samuel John,O,2012,6,15
63558,1,nibbles 2bits,O,2012,6,16
63559,1,nibbles 2bits,O,2012,6,16
63560,1,nibbles 2bits,O,2012,6,16
63561,1,nibbles 2bits,O,2012,6,16
63562,1,nibbles 2bits,O,2012,6,16
63563,1,nibbles 2bits,O,2012,6,16
63564,1,nibbles 2bits,O,2012,6,16
63565,1,nibbles 2bits,O,2012,6,16
63566,1,nibbles 2bits,O,2012,6,16
79133,2,Misty De Meo,O,2012,6,17
63534,1,nibbles 2bits,O,2012,6,18
63535,1,nibbles 2bits,O,2012,6,18
63536,1,nibbles 2bits,O,2012,6,18
63537,1,nibbles 2bits,O,2012,6,18
63538,1,nibbles 2bits,O,2012,6,18
63539,1,nibbles 2bits,O,2012,6,18
63521,1,nibbles 2bits,O,2012,6,19
79132,1,Samuel John,O,2012,6,19
63496,1,Samuel John,O,2012,6,20
63513,1,nibbles 2bits,O,2012,6,20
63514,1,nibbles 2bits,O,2012,6,20
63516,1,nibbles 2bits,O,2012,6,20
63517,1,nibbles 2bits,O,2012,6,20
63518,1,nibbles 2bits,O,2012,6,20
63519,1,nibbles 2bits,O,2012,6,20
63497,1,Samuel John,O,2012,6,22
79125,1,Samuel John,O,2012,6,22
63487,1,Peter Aronoff,O,2012,6,23
63276,1,Samuel John,O,2012,6,25
63460,1,Mike McQuaid,O,2012,6,25
63470,1,nibbles 2bits,O,2012,6,25
79109,1,Samuel John,O,2012,6,25
110068,1,Mike McQuaid,M,2012,6,25
110115,24,Misty De Meo,M,2012,6,25
111334,13,Samuel John,M,2012,6,25
110674,87,Jack Nagel,M,2012,6,25
79110,1,Samuel John,O,2012,6,26
79112,1,Samuel John,O,2012,6,26
63422,1,nibbles 2bits,O,2012,6,28
63423,1,nibbles 2bits,O,2012,6,28
63424,1,nibbles 2bits,O,2012,6,28
63425,1,nibbles 2bits,O,2012,6,28
63426,1,nibbles 2bits,O,2012,6,28
63427,1,nibbles 2bits,O,2012,6,28
63428,1,nibbles 2bits,O,2012,6,28
63435,1,Justin Clift,O,2012,6,28
111929,1,Justin Clift,M,2012,6,28
110706,14,Charlie Sharpsteen,M,2012,6,29
111865,3,Mx A. Matienzo,M,2012,6,29
63403,1,nibbles 2bits,O,2012,6,29
63404,1,nibbles 2bits,O,2012,6,29
63405,1,nibbles 2bits,O,2012,6,29
63406,1,nibbles 2bits,O,2012,6,29
63411,1,Mx A. Matienzo,O,2012,6,29
63421,1,Alexis Hildebrandt,O,2012,6,29
109959,3,Alexis Hildebrandt,M,2012,6,29
63395,1,Trevor Wennblom,O,2012,6,30
110258,1,Trevor Wennblom,M,2012,6,30
63371,1,nibbles 2bits,O,2012,7,1
63372,1,nibbles 2bits,O,2012,7,1
63373,1,nibbles 2bits,O,2012,7,1
63374,1,nibbles 2bits,O,2012,7,1
63375,1,nibbles 2bits,O,2012,7,1
63376,1,nibbles 2bits,O,2012,7,1
63378,1,Justin Clift,O,2012,7,1
63380,1,nibbles 2bits,O,2012,7,1
63381,1,nibbles 2bits,O,2012,7,1
63382,1,nibbles 2bits,O,2012,7,1
63383,1,nibbles 2bits,O,2012,7,1
63386,1,Mx A. Matienzo,O,2012,7,1
63396,33,Misty De Meo,O,2012,7,1
111930,1,Justin Clift,M,2012,7,1
63361,1,nibbles 2bits,O,2012,7,2
63362,1,nibbles 2bits,O,2012,7,2
63370,1,nibbles 2bits,O,2012,7,2
63357,1,Lars Eggert,O,2012,7,3
63360,1,Alexis Hildebrandt,O,2012,7,3
109960,1,Alexis Hildebrandt,M,2012,7,3
111974,1,Lars Eggert,M,2012,7,3
63346,1,nibbles 2bits,O,2012,7,4
110707,9,Charlie Sharpsteen,M,2012,7,5
63320,1,nibbles 2bits,O,2012,7,6
63322,1,Charlie Sharpsteen,O,2012,7,6
79089,3,Charlie Sharpsteen,O,2012,7,6
63302,1,Samuel John,O,2012,7,7
79084,1,Brett Koonce,O,2012,7,9
110333,83,Adam Vandenberg,M,2012,7,9
61948,1,Samuel John,O,2012,7,10
63280,1,nibbles 2bits,O,2012,7,10
63281,1,nibbles 2bits,O,2012,7,10
63282,1,nibbles 2bits,O,2012,7,10
79066,1,Samuel John,O,2012,7,10
63128,58,Misty De Meo,O,2012,7,11
63269,1,Brett Koonce,O,2012,7,11
63271,1,Brett Koonce,O,2012,7,11
79083,1,Samuel John,O,2012,7,11
63258,1,Brett Koonce,O,2012,7,12
63266,1,Samuel John,O,2012,7,12
79077,1,Brett Koonce,O,2012,7,12
62975,1,Samuel John,O,2012,7,13
79075,1,Brett Koonce,O,2012,7,13
63203,1,nibbles 2bits,O,2012,7,14
63205,1,nibbles 2bits,O,2012,7,14
63208,1,nibbles 2bits,O,2012,7,14
63209,1,nibbles 2bits,O,2012,7,14
63211,1,nibbles 2bits,O,2012,7,14
63213,1,nibbles 2bits,O,2012,7,14
63218,1,nibbles 2bits,O,2012,7,14
63172,1,Brett Koonce,O,2012,7,15
63174,1,Brett Koonce,O,2012,7,15
63176,1,Brett Koonce,O,2012,7,15
63177,1,nibbles 2bits,O,2012,7,15
63180,1,nibbles 2bits,O,2012,7,15
63183,1,nibbles 2bits,O,2012,7,15
63186,1,nibbles 2bits,O,2012,7,15
63187,1,Brett Koonce,O,2012,7,15
63190,1,Brett Koonce,O,2012,7,15
63193,1,nibbles 2bits,O,2012,7,15
63197,1,nibbles 2bits,O,2012,7,15
63166,1,Brett Koonce,O,2012,7,16
63170,1,Samuel John,O,2012,7,16
63304,12,Lars Eggert,O,2012,7,16
111335,4,Samuel John,M,2012,7,16
63138,2,Jack Nagel,O,2012,7,17
63149,2,Jack Nagel,O,2012,7,17
63136,1,nibbles 2bits,O,2012,7,18
63004,1,Brett Koonce,O,2012,7,20
63009,1,Brett Koonce,O,2012,7,20
79070,1,nibbles 2bits,O,2012,7,20
62997,1,nibbles 2bits,O,2012,7,21
62363,1,Samuel John,O,2012,7,22
79065,2,Adam Vandenberg,O,2012,7,23
62959,1,Samuel John,O,2012,7,24
62905,2,Jack Nagel,O,2012,7,25
62908,1,Brett Koonce,O,2012,7,25
62909,1,Brett Koonce,O,2012,7,25
62913,1,Brett Koonce,O,2012,7,25
110069,22,Mike McQuaid,M,2012,7,25
62872,1,Brett Koonce,O,2012,7,26
62873,1,Brett Koonce,O,2012,7,26
62874,1,Brett Koonce,O,2012,7,26
62875,1,Brett Koonce,O,2012,7,26
62876,1,nibbles 2bits,O,2012,7,26
62879,1,Trevor Wennblom,O,2012,7,26
62894,1,Mx A. Matienzo,O,2012,7,26
62897,1,Mx A. Matienzo,O,2012,7,26
62899,1,Brett Koonce,O,2012,7,26
62900,1,Samuel John,O,2012,7,26
79045,1,Mx A. Matienzo,O,2012,7,26
112120,30,nibbles 2bits,M,2012,7,26
111866,3,Mx A. Matienzo,M,2012,7,26
110743,1,Peter Aronoff,M,2012,7,27
62861,1,Brett Koonce,O,2012,7,27
62862,1,Brett Koonce,O,2012,7,27
62863,1,Brett Koonce,O,2012,7,27
62864,1,Brett Koonce,O,2012,7,27
62866,1,Brett Koonce,O,2012,7,27
62870,1,Peter Aronoff,O,2012,7,27
62807,1,Misty De Meo,O,2012,7,28
62812,1,Brett Koonce,O,2012,7,28
62813,1,Brett Koonce,O,2012,7,28
62816,1,Brett Koonce,O,2012,7,28
62819,1,Brett Koonce,O,2012,7,28
62821,1,Brett Koonce,O,2012,7,28
62823,1,Brett Koonce,O,2012,7,28
62825,1,Brett Koonce,O,2012,7,28
62828,1,Brett Koonce,O,2012,7,28
62829,1,Brett Koonce,O,2012,7,28
62831,1,Brett Koonce,O,2012,7,28
62833,1,Brett Koonce,O,2012,7,28
62836,1,Brett Koonce,O,2012,7,28
62838,1,Brett Koonce,O,2012,7,28
62840,1,Brett Koonce,O,2012,7,28
62841,1,Brett Koonce,O,2012,7,28
62848,1,Brett Koonce,O,2012,7,28
62849,1,Brett Koonce,O,2012,7,28
62850,1,Brett Koonce,O,2012,7,28
62851,1,Brett Koonce,O,2012,7,28
62852,1,Brett Koonce,O,2012,7,28
62853,1,Brett Koonce,O,2012,7,28
62854,1,Brett Koonce,O,2012,7,28
62855,1,Brett Koonce,O,2012,7,28
62856,1,Brett Koonce,O,2012,7,28
62857,1,Brett Koonce,O,2012,7,28
62858,1,Brett Koonce,O,2012,7,28
110116,46,Misty De Meo,M,2012,7,28
110675,71,Jack Nagel,M,2012,7,28
62720,1,Brett Koonce,O,2012,7,29
62722,1,Brett Koonce,O,2012,7,29
62725,1,Brett Koonce,O,2012,7,29
62727,1,Brett Koonce,O,2012,7,29
62729,1,Brett Koonce,O,2012,7,29
62731,1,Brett Koonce,O,2012,7,29
62734,1,Brett Koonce,O,2012,7,29
62736,1,Brett Koonce,O,2012,7,29
62743,1,Brett Koonce,O,2012,7,29
62746,1,Brett Koonce,O,2012,7,29
62747,1,Brett Koonce,O,2012,7,29
62750,1,Brett Koonce,O,2012,7,29
62752,1,Brett Koonce,O,2012,7,29
62755,1,Brett Koonce,O,2012,7,29
62757,1,Brett Koonce,O,2012,7,29
62759,1,Brett Koonce,O,2012,7,29
62761,1,Brett Koonce,O,2012,7,29
62762,1,Brett Koonce,O,2012,7,29
62763,1,Brett Koonce,O,2012,7,29
62764,1,Brett Koonce,O,2012,7,29
62767,1,Brett Koonce,O,2012,7,29
62769,1,Brett Koonce,O,2012,7,29
62774,1,Brett Koonce,O,2012,7,29
62777,1,Brett Koonce,O,2012,7,29
62779,1,Brett Koonce,O,2012,7,29
62782,1,Brett Koonce,O,2012,7,29
62785,1,Brett Koonce,O,2012,7,29
62787,1,Brett Koonce,O,2012,7,29
62788,1,Brett Koonce,O,2012,7,29
62794,1,Brett Koonce,O,2012,7,29
62796,1,Brett Koonce,O,2012,7,29
62801,1,Brett Koonce,O,2012,7,29
62803,1,Brett Koonce,O,2012,7,29
62805,1,Brett Koonce,O,2012,7,29
62633,1,Brett Koonce,O,2012,7,30
62634,1,Brett Koonce,O,2012,7,30
62636,1,Brett Koonce,O,2012,7,30
62639,1,Brett Koonce,O,2012,7,30
62641,1,Brett Koonce,O,2012,7,30
62643,1,Brett Koonce,O,2012,7,30
62645,1,Brett Koonce,O,2012,7,30
62649,1,Brett Koonce,O,2012,7,30
62652,1,Brett Koonce,O,2012,7,30
62656,1,Brett Koonce,O,2012,7,30
62658,1,Brett Koonce,O,2012,7,30
62660,1,Brett Koonce,O,2012,7,30
62662,1,Brett Koonce,O,2012,7,30
62664,1,Brett Koonce,O,2012,7,30
62665,1,Brett Koonce,O,2012,7,30
62667,1,Brett Koonce,O,2012,7,30
62670,1,Brett Koonce,O,2012,7,30
62671,1,Brett Koonce,O,2012,7,30
62696,1,Brett Koonce,O,2012,7,30
62698,1,Brett Koonce,O,2012,7,30
62700,1,Brett Koonce,O,2012,7,30
62702,1,Brett Koonce,O,2012,7,30
62704,1,Brett Koonce,O,2012,7,30
62706,1,Brett Koonce,O,2012,7,30
62708,1,Brett Koonce,O,2012,7,30
62712,1,Brett Koonce,O,2012,7,30
64326,210,Mike McQuaid,O,2012,7,30
79021,13,Mike McQuaid,O,2012,7,30
110851,1,Max Howell,M,2012,7,30
111260,116,Brett Koonce,M,2012,7,30
62591,1,Brett Koonce,O,2012,7,31
62594,1,Brett Koonce,O,2012,7,31
62597,1,Brett Koonce,O,2012,7,31
62600,1,Brett Koonce,O,2012,7,31
62603,1,Brett Koonce,O,2012,7,31
62605,1,Brett Koonce,O,2012,7,31
62608,1,Brett Koonce,O,2012,7,31
62619,1,Brett Koonce,O,2012,7,31
62543,1,nibbles 2bits,O,2012,8,1
62544,1,Brett Koonce,O,2012,8,1
62545,1,Brett Koonce,O,2012,8,1
62546,1,Brett Koonce,O,2012,8,1
62547,1,Brett Koonce,O,2012,8,1
62548,1,Brett Koonce,O,2012,8,1
62549,1,Brett Koonce,O,2012,8,1
62550,1,Brett Koonce,O,2012,8,1
62551,1,Brett Koonce,O,2012,8,1
62552,1,Brett Koonce,O,2012,8,1
62553,1,Brett Koonce,O,2012,8,1
62554,1,Brett Koonce,O,2012,8,1
62558,1,Brett Koonce,O,2012,8,1
62559,1,Brett Koonce,O,2012,8,1
62560,1,Brett Koonce,O,2012,8,1
62561,1,Brett Koonce,O,2012,8,1
62562,1,Brett Koonce,O,2012,8,1
62563,1,Brett Koonce,O,2012,8,1
62564,1,Brett Koonce,O,2012,8,1
62565,1,Brett Koonce,O,2012,8,1
62566,1,Brett Koonce,O,2012,8,1
62567,1,Brett Koonce,O,2012,8,1
62516,1,nibbles 2bits,O,2012,8,2
62520,1,Brett Koonce,O,2012,8,2
62524,1,Brett Koonce,O,2012,8,2
62526,1,Brett Koonce,O,2012,8,2
62527,1,Brett Koonce,O,2012,8,2
62530,2,Mike McQuaid,O,2012,8,2
62540,1,nibbles 2bits,O,2012,8,2
62676,1,Mike McQuaid,O,2012,8,2
62470,1,Brett Koonce,O,2012,8,3
62473,1,Brett Koonce,O,2012,8,3
62475,1,Brett Koonce,O,2012,8,3
62477,1,Brett Koonce,O,2012,8,3
62480,1,Brett Koonce,O,2012,8,3
62482,1,Brett Koonce,O,2012,8,3
62484,1,Brett Koonce,O,2012,8,3
62489,1,nibbles 2bits,O,2012,8,3
79017,1,nibbles 2bits,O,2012,8,3
62383,1,Brett Koonce,O,2012,8,4
62384,1,Brett Koonce,O,2012,8,4
62385,1,Brett Koonce,O,2012,8,4
62386,1,Brett Koonce,O,2012,8,4
62388,1,Brett Koonce,O,2012,8,4
62390,1,Brett Koonce,O,2012,8,4
62392,1,Brett Koonce,O,2012,8,4
62393,1,Brett Koonce,O,2012,8,4
62394,1,Brett Koonce,O,2012,8,4
62400,1,Brett Koonce,O,2012,8,4
62402,1,Brett Koonce,O,2012,8,4
62404,1,Brett Koonce,O,2012,8,4
62408,1,Brett Koonce,O,2012,8,4
62413,1,Brett Koonce,O,2012,8,4
62416,1,Brett Koonce,O,2012,8,4
62418,1,Brett Koonce,O,2012,8,4
62421,1,Brett Koonce,O,2012,8,4
62423,1,Brett Koonce,O,2012,8,4
62426,1,Brett Koonce,O,2012,8,4
62428,1,Brett Koonce,O,2012,8,4
62429,1,Brett Koonce,O,2012,8,4
62430,1,Brett Koonce,O,2012,8,4
62433,1,Brett Koonce,O,2012,8,4
62447,1,Brett Koonce,O,2012,8,4
62448,1,Brett Koonce,O,2012,8,4
62450,1,Brett Koonce,O,2012,8,4
62453,1,Brett Koonce,O,2012,8,4
62454,1,Brett Koonce,O,2012,8,4
62367,10,Brett Koonce,O,2012,8,5
62376,1,nibbles 2bits,O,2012,8,5
62377,1,nibbles 2bits,O,2012,8,5
110676,164,Jack Nagel,M,2012,8,5
62232,3,Jack Nagel,O,2012,8,6
62314,2,Brett Koonce,O,2012,8,6
62323,22,Brett Koonce,O,2012,8,6
62331,1,Brett Koonce,O,2012,8,6
62338,1,nibbles 2bits,O,2012,8,6
62360,1,Samuel John,O,2012,8,6
62297,1,Brett Koonce,O,2012,8,7
62308,1,Brett Koonce,O,2012,8,7
62463,1,Mike McQuaid,O,2012,8,7
110334,118,Adam Vandenberg,M,2012,8,7
62262,1,nibbles 2bits,O,2012,8,8
62265,1,nibbles 2bits,O,2012,8,8
62267,1,nibbles 2bits,O,2012,8,8
62269,1,nibbles 2bits,O,2012,8,8
62271,1,nibbles 2bits,O,2012,8,8
62273,1,nibbles 2bits,O,2012,8,8
62276,1,nibbles 2bits,O,2012,8,8
62233,1,nibbles 2bits,O,2012,8,9
62236,1,nibbles 2bits,O,2012,8,9
62237,1,nibbles 2bits,O,2012,8,9
62240,1,nibbles 2bits,O,2012,8,9
62243,1,Samuel John,O,2012,8,9
62231,11,Adam Vandenberg,O,2012,8,10
62202,1,nibbles 2bits,O,2012,8,11
62203,1,nibbles 2bits,O,2012,8,11
62204,1,nibbles 2bits,O,2012,8,11
62205,1,nibbles 2bits,O,2012,8,11
62197,1,nibbles 2bits,O,2012,8,12
62161,1,nibbles 2bits,O,2012,8,13
62165,1,nibbles 2bits,O,2012,8,13
62180,1,Mx A. Matienzo,O,2012,8,13
62182,1,nibbles 2bits,O,2012,8,13
110117,21,Misty De Meo,M,2012,8,13
111867,1,Mx A. Matienzo,M,2012,8,13
111336,6,Samuel John,M,2012,8,14
61971,1,Samuel John,O,2012,8,14
62141,1,Samuel John,O,2012,8,14
62129,2,Birger J. Nordølum,O,2012,8,15
62130,1,Birger J. Nordølum,O,2012,8,15
62131,1,Birger J. Nordølum,O,2012,8,15
62135,1,Samuel John,O,2012,8,15
62136,1,Samuel John,O,2012,8,15
62140,1,Samuel John,O,2012,8,15
110464,4,Birger J. Nordølum,M,2012,8,15
62102,1,nibbles 2bits,O,2012,8,16
62103,1,Mx A. Matienzo,O,2012,8,16
62106,1,nibbles 2bits,O,2012,8,16
62081,2,Jack Nagel,O,2012,8,17
62089,1,nibbles 2bits,O,2012,8,17
62060,1,nibbles 2bits,O,2012,8,19
62061,1,nibbles 2bits,O,2012,8,19
62065,1,nibbles 2bits,O,2012,8,19
62071,1,nibbles 2bits,O,2012,8,19
62072,1,nibbles 2bits,O,2012,8,19
78969,1,nibbles 2bits,O,2012,8,19
110708,7,Charlie Sharpsteen,M,2012,8,19
111261,95,Brett Koonce,M,2012,8,21
61999,1,Xiyue Deng,O,2012,8,21
62017,1,Samuel John,O,2012,8,21
62019,1,Samuel John,O,2012,8,21
62027,1,Brett Koonce,O,2012,8,21
63025,1,Samuel John,O,2012,8,21
61980,1,Samuel John,O,2012,8,22
61995,1,Samuel John,O,2012,8,22
63044,208,Mike McQuaid,O,2012,8,22
78959,1,Adam Vandenberg,O,2012,8,22
110070,37,Mike McQuaid,M,2012,8,22
61965,1,Samuel John,O,2012,8,23
61966,1,Samuel John,O,2012,8,23
61967,1,Samuel John,O,2012,8,23
63397,219,Mike McQuaid,O,2012,8,23
61950,1,Samuel John,O,2012,8,24
61951,1,YoungTaek Oh,O,2012,8,24
112324,1,YoungTaek Oh,M,2012,8,24
61943,1,nibbles 2bits,O,2012,8,25
78951,1,nibbles 2bits,O,2012,8,25
61936,1,nibbles 2bits,O,2012,8,26
61748,4,Stefan,O,2012,8,27
61918,1,nibbles 2bits,O,2012,8,27
61921,1,nibbles 2bits,O,2012,8,27
61926,1,nibbles 2bits,O,2012,8,27
61927,1,nibbles 2bits,O,2012,8,27
61931,1,Stefan,O,2012,8,27
61932,1,Peter Aronoff,O,2012,8,27
61973,18,Max Howell,O,2012,8,27
61907,1,Justin Clift,O,2012,8,29
61893,1,nibbles 2bits,O,2012,8,30
61876,1,nibbles 2bits,O,2012,8,31
61878,1,nibbles 2bits,O,2012,8,31
61879,1,nibbles 2bits,O,2012,8,31
61880,1,Justin Clift,O,2012,8,31
110852,117,Max Howell,M,2012,8,31
112121,36,nibbles 2bits,M,2012,8,31
111931,2,Justin Clift,M,2012,8,31
61861,38,Mike McQuaid,O,2012,9,1
61850,4,Mike McQuaid,O,2012,9,2
61851,1,nibbles 2bits,O,2012,9,2
61712,184,Alexis Hildebrandt,O,2012,9,3
61842,1,Justin Clift,O,2012,9,3
61843,1,nibbles 2bits,O,2012,9,3
62227,204,Alexis Hildebrandt,O,2012,9,3
63618,196,Alexis Hildebrandt,O,2012,9,3
61815,1,nibbles 2bits,O,2012,9,4
61816,1,nibbles 2bits,O,2012,9,4
61817,1,nibbles 2bits,O,2012,9,4
61818,1,nibbles 2bits,O,2012,9,4
61819,1,nibbles 2bits,O,2012,9,4
61820,1,nibbles 2bits,O,2012,9,4
61821,1,nibbles 2bits,O,2012,9,4
61828,1,nibbles 2bits,O,2012,9,4
61829,1,nibbles 2bits,O,2012,9,4
61830,1,nibbles 2bits,O,2012,9,4
61835,1,Samuel John,O,2012,9,4
61802,1,nibbles 2bits,O,2012,9,5
61803,1,nibbles 2bits,O,2012,9,5
61804,1,nibbles 2bits,O,2012,9,5
61805,1,nibbles 2bits,O,2012,9,5
61806,1,nibbles 2bits,O,2012,9,5
61810,1,Alexis Hildebrandt,O,2012,9,5
109961,2,Alexis Hildebrandt,M,2012,9,5
61788,1,nibbles 2bits,O,2012,9,6
61789,1,nibbles 2bits,O,2012,9,6
61790,1,nibbles 2bits,O,2012,9,6
61773,1,nibbles 2bits,O,2012,9,7
61774,1,nibbles 2bits,O,2012,9,7
61775,1,nibbles 2bits,O,2012,9,7
112122,18,nibbles 2bits,M,2012,9,7
112497,3,Xiyue Deng,M,2012,9,8
61765,2,Adam Vandenberg,O,2012,9,8
61767,1,Xiyue Deng,O,2012,9,8
61698,1,Adam Vandenberg,O,2012,9,9
61753,1,Alexis Hildebrandt,O,2012,9,9
61755,1,nibbles 2bits,O,2012,9,9
61757,1,nibbles 2bits,O,2012,9,9
62113,183,Alexis Hildebrandt,O,2012,9,9
110853,44,Max Howell,M,2012,9,10
61710,1,nibbles 2bits,O,2012,9,12
61720,4,Stefan,O,2012,9,12
82680,250,Lars Eggert,O,2012,9,12
82681,250,Lars Eggert,O,2012,9,12
82682,250,Lars Eggert,O,2012,9,12
82685,250,Lars Eggert,O,2012,9,12
82766,250,Lars Eggert,O,2012,9,12
110335,53,Adam Vandenberg,M,2012,9,13
61676,1,nibbles 2bits,O,2012,9,14
61687,1,nibbles 2bits,O,2012,9,14
61691,1,Samuel John,O,2012,9,14
61700,25,Misty De Meo,O,2012,9,14
111337,2,Samuel John,M,2012,9,14
61674,1,Xiyue Deng,O,2012,9,15
61659,1,Peter Aronoff,O,2012,9,16
61660,1,Camillo Lugaresi,O,2012,9,16
110744,1,Peter Aronoff,M,2012,9,16
111893,1,Camillo Lugaresi,M,2012,9,16
61628,3,Adam Vandenberg,O,2012,9,19
61631,1,nibbles 2bits,O,2012,9,19
61632,1,nibbles 2bits,O,2012,9,19
110677,69,Jack Nagel,M,2012,9,20
61600,1,nibbles 2bits,O,2012,9,21
61586,1,Brett Koonce,O,2012,9,22
61596,1,Xiyue Deng,O,2012,9,22
78855,2,Mike McQuaid,O,2012,9,22
110071,22,Mike McQuaid,M,2012,9,22
111262,1,Brett Koonce,M,2012,9,22
111932,1,Justin Clift,M,2012,9,23
61555,1,Justin Clift,O,2012,9,23
61561,1,nibbles 2bits,O,2012,9,23
61563,1,nibbles 2bits,O,2012,9,23
61571,1,Samuel John,O,2012,9,23
61566,4,Charlie Sharpsteen,O,2012,9,24
61452,1,Mx A. Matienzo,O,2012,9,25
61498,1,Mx A. Matienzo,O,2012,9,25
61500,1,nibbles 2bits,O,2012,9,25
61509,1,Alexis Hildebrandt,O,2012,9,25
61511,1,Alexis Hildebrandt,O,2012,9,25
61512,1,Alexis Hildebrandt,O,2012,9,25
110118,18,Misty De Meo,M,2012,9,25
111868,1,Mx A. Matienzo,M,2012,9,25
61473,1,Trevor Wennblom,O,2012,9,27
61474,1,Samuel John,O,2012,9,27
61478,1,nibbles 2bits,O,2012,9,27
61454,1,nibbles 2bits,O,2012,9,29
110709,11,Charlie Sharpsteen,M,2012,9,29
110854,11,Max Howell,M,2012,10,1
61441,1,Samuel John,O,2012,10,1
110336,103,Adam Vandenberg,M,2012,10,1
61406,1,nibbles 2bits,O,2012,10,2
61408,1,nibbles 2bits,O,2012,10,2
61411,1,Mx A. Matienzo,O,2012,10,2
61415,1,Mx A. Matienzo,O,2012,10,2
61417,1,Brett Koonce,O,2012,10,2
61418,1,Samuel John,O,2012,10,2
61419,1,Samuel John,O,2012,10,2
